DTG,SSH,SST,Temp,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Niue
20/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
20/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
21/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
22/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
23/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
24/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
25/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
26/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
27/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
28/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
29/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
30/11/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 19:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 20:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 21:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 22:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1/12/2020 23:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 0:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 1:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 2:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 3:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 4:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 5:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 6:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 7:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 8:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 9:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 10:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 11:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 12:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 13:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 14:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 15:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 16:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 17:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2/12/2020 18:00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
